index,vocab
20005,ACTR3
20006,SERPINF1
20007,FAM156A
20008,ETFB
20009,SNX16
20010,CNTRL
20011,TNFAIP2
20012,HEYL
20013,NUDT17
20014,RTEL1
20015,AFF1-AS1
20016,BANF1
20017,GYPA
20018,MYOM2
20019,CCDC169
20020,SLC25A37
20021,FBXO10
20022,MIR4640
20023,ACVR1B
20024,PYDC5
20025,MIR3121
20026,ETS1
20027,OSBP2
20028,KRT74
20029,CD59
20030,RPS12P4
20031,NIN
20032,HMGN1P7
20033,SULT1A
20034,C19ORF12
20035,CNGA4
20036,LINC00909
20037,TITF1
20038,SYCP2L
20039,ZNF788P
20040,CBLB
20041,PLCH2
20042,DUXAP8
20043,ADRM1
20044,NTF5
20045,SNHG14
20046,WIPI1
20047,DLGAP2
20048,SLC24A4
20049,LCN6
20050,SNORA2C
20051,TRNT1
20052,TMEM192
20053,ZNF473
20054,TOR3A
20055,SNORA7A
20056,H3F3A
20057,PMK-1
20058,NKAPP1
20059,CYSLTR2
20060,MIOX
20061,ECE2
20062,EGFLAM
20063,ZNF154
20064,VEGFC
20065,SAR1A
20066,MAML2
20067,ERV9-1
20068,IGLL1
20069,PRKG2
20070,LINC00886
20071,TWSG1
20072,BRWD3
20073,DNAJA2
20074,GAS6-DT
20075,TTC37
20076,RNF146
20077,RPL29P6
20078,SCARNA9
20079,HIST2H2BA
20080,RABL3
20081,SLC25A10
20082,DEFB4
20083,SLC37A2
20084,RAP2B
20085,DYNLRB2
20086,VPREB3
20087,COX3
20088,COMMD3
20089,BMPR1AP1
20090,AVPI1
20091,FH1
20092,PYCARD
20093,PQLC2L
20094,MLLT4
20095,MTPAP
20096,SEMA6A-AS1
20097,KLRC3
20098,FAM106A
20099,VAPA
20100,SRRM4
20101,WNT3
20102,LHFPL3
20103,BANCR
20104,NDOR1
20105,ABCD4
20106,GPR55
20107,IL10
20108,ZFAT
20109,CYP2C37
20110,HOXC13
20111,MAMDC2-AS1
20112,RHOB
20113,SNURF
20114,SSR4
20115,MIR377
20116,PCMTD1
20117,HNRNPA1P12
20118,SESTD1
20119,B3GALT4
20120,UNCX
20121,MOG
20122,RXRB
20123,ERK
20124,RPL23AP63
20125,MIR322
20126,TADA2A
20127,MEAK7
20128,MIR6503
20129,PCYT1B
20130,RBM18
20131,LIPE-AS1
20132,INPP5J
20133,RAB7
20134,WHAMM
20135,BF
20136,KDM3B
20137,RB1
20138,FZR1
20139,FBXO41
20140,TCEANC
20141,MIR3200
20142,DDA1
20143,IFFO1
20144,NECTIN3
20145,COX4I1
20146,EXT1
20147,DUSP21
20148,PTH2R
20149,ATP2A2
20150,MEX3B
20151,ANKRD33B
20152,KIBRA
20153,IGHV3-49
20154,MIRLET7B
20155,PRAMEF7
20156,MIR147B
20157,ZNF124
20158,EEF1GP5
20159,TP53AIP1
20160,TXNRD1
20161,ABCA10
20162,DHX36
20163,CSPG4P4Y
20164,SFTPD
20165,HMGB2
20166,FAM149B1
20167,LINC02210-CRHR1
20168,CCND2
20169,LAP3
20170,SIKE1
20171,NCKAP5
20172,FBXW11
20173,SNORD21
20174,LINC02538
20175,EBP
20176,AFG3L1
20177,AAGAB
20178,CDH3
20179,TMEM39A
20180,SOS1
20181,LUCAT1
20182,RNA5-8SN3
20183,C12ORF49
20184,MCART1
20185,TSPAN31
20186,MTTP
20187,OR4K17
20188,CIITA
20189,TMEM161B
20190,MIR539
20191,POSTN
20192,DPH7
20193,KRT76
20194,SNORA36C
20195,POLE2
20196,GPR153
20197,FAM41C
20198,POMT1
20199,SYNRG
20200,PRXL2C
20201,KRT6A
20202,PLG
20203,PTPRK
20204,LINC00294
20205,HELZ
20206,CLN9
20207,HLA-DQA2
20208,ZNF133
20209,MRPS18C
20210,ANGPTL7
20211,CLIC4
20212,TRIM52
20213,SNORD77
20214,KRT39
20215,FAM229A
20216,ECRP
20217,RPS24P9
20218,GRXCR1
20219,LMX1B
20220,LINC01205
20221,SPRR2B
20222,HSF1
20223,BEND7
20224,PRINS
20225,MBOAT1
20226,TLR7
20227,COL18A1-AS2
20228,RNU5B-1
20229,CACNA1I
20230,RNF5
20231,TNFRSF4
20232,LINC01165
20233,VENTXP1
20234,MIR761
20235,LINC01568
20236,NBPF14
20237,TCP11
20238,SH2D3A
20239,NFAT
20240,ANKRD20A8P
20241,PDYN
20242,STAT1
20243,SUMO4
20244,ZNF84
20245,VPS26A
20246,KNG1
20247,LRRC6
20248,OR1J4
20249,LINC00839
20250,WDR54
20251,USP12-AS1
20252,IFRD2
20253,NKILA
20254,METTL6
20255,CAND1
20256,IGHV1OR21-1
20257,PIEZO2
20258,SPRED2
20259,MIR1228
20260,TAOK1
20261,PPM1N
20262,TMEM246
20263,MDH2
20264,ATP6V0E2
20265,NKX3
20266,MED31
20267,ZNF846
20268,DHX30
20269,ST3GAL5
20270,MIR125B-1
20271,ATP9B
20272,FEZ2
20273,STMN3
20274,CFAP97
20275,SUN1
20276,TEX11
20277,SWI5
20278,RNA5SP164
20279,NHLRC2
20280,MRPL32
20281,BRPF3
20282,S100A2
20283,ALDH1
20284,KIF21B
20285,DUSP23
20286,BPY2C
20287,KRTAP13-2
20288,GEMIN2
20289,SLC47A2
20290,C1ORF210
20291,HMGN1P30
20292,TONSL
20293,RPS12
20294,ZNF620
20295,MOCS1
20296,CFAP46
20297,INAFM2
20298,TTC7
20299,YWHAEP1
20300,SYT16
20301,RNF168
20302,ZNF547
20303,C17ORF77
20304,MLLT11
20305,LSG1
20306,YY1
20307,FOLR1
20308,MERTK
20309,SNORD90
20310,BMS1P18
20311,RPL7AP65
20312,ANKRD18CP
20313,EEF1A1P9
20314,ZHX1
20315,IQCF6
20316,EML3
20317,SPACA4
20318,NDRG4
20319,MTMR9
20320,ZNF134
20321,DND1
20322,IMMP1L
20323,PAGE1
20324,LRATD1
20325,RPL23AP65
20326,FAM220A
20327,MRPL4
20328,TMEM143
20329,DPEP2
20330,TDRD3
20331,ZNF346
20332,BNIPL
20333,SMARCE1P2
20334,LINC01260
20335,CATSPERE
20336,RPL12
20337,CRACR2A
20338,G0S2
20339,SH3GL2
20340,TMEM255B
20341,SETD7
20342,NXPE2
20343,PMM1
20344,KIF21A
20345,PPP1R3F
20346,TMEM223
20347,SLC40A1
20348,EIF3FP3
20349,CLEC18C
20350,TRIM41
20351,NOC3L
20352,MYL4
20353,ANKS1A
20354,UNC80
20355,FAM117A
20356,NHSL1
20357,MUC20
20358,UBE2U
20359,MIR3065
20360,RPLP1
20361,BHLHE40
20362,SNORD109B
20363,FOXN2
20364,KIAA0355
20365,TACR1
20366,TAC4
20367,TUBB2A
20368,IL22RA2
20369,DOK3
20370,RGPD2
20371,ERCC8
20372,ZC3H7A
20373,ELFN2
20374,SERPINA13P
20375,HLA-J
20376,NDUFB1
20377,TMPRSS11BNL
20378,GLRX
20379,UQCRB
20380,BRCC3
20381,RAET1K
20382,SUMO2
20383,CALD1
20384,FUBP1
20385,FAM106C
20386,TNNI1
20387,DEFA6
20388,LRRC74B
20389,PDE4A
20390,ACTC1
20391,PPP2R3C
20392,DENND1B
20393,LAMB2P1
20394,TLX3
20395,LRRC58
20396,PLA2G4A
20397,CDK15
20398,C2CD3
20399,CAMK1D
20400,NKD1
20401,MIR3665
20402,LINC02692
20403,SYVN1
20404,LINC01548
20405,CLK4
20406,TMPPE
20407,CCNT1
20408,HIST1H4F
20409,ANKRD27
20410,PIGV
20411,H2AFB3
20412,KLHL22
20413,BMS1P1
20414,TEX28
20415,SMCO2
20416,RPL7AP70
20417,FAM21A
20418,PPM1H
20419,HYPK
20420,ZNRF1
20421,ATP1A1OS
20422,TAUT
20423,FRY
20424,LIG1
20425,GRID2IP
20426,DUX4L9
20427,WRAP53
20428,PPIAP29
20429,PNLDC1
20430,WEE1
20431,CARNMT1
20432,USF1
20433,TP53I13
20434,OR5H1
20435,MYO5A
20436,FMNL2
20437,WWC2-AS2
20438,KAZALD1
20439,E2F8
20440,KIF19
20441,CYP26C1
20442,CTAG2
20443,ZRANB2-AS1
20444,SELM
20445,RPS29
20446,RP9
20447,SNORA40
20448,DOP1A
20449,WFIKKN2
20450,RPT4
20451,MFSD6L
20452,MNAT1
20453,A2M
20454,TARP
20455,LINC00923
20456,PARP8
20457,MIR147A
20458,PPP1R3D
20459,ADD2
20460,SNORD101
20461,RPL21P39
20462,UPP1
20463,LNK
20464,MRPL53
20465,SPDYE2
20466,RFX7
20467,KIAA0319L
20468,ITFG1-AS1
20469,CCDC56
20470,TSHB
20471,PCDHB9
20472,PRPSAP1
20473,DUXA
20474,MIR300
20475,LINC01094
20476,RBP4
20477,UGT1A6
20478,MGAT5
20479,VKORC1L1
20480,ACSM6
20481,HHIPL1
20482,SYS1-DBNDD2
20483,LINC00926
20484,SLC9A7
20485,CBR2
20486,WASHC2A
20487,AKNAD1
20488,JPH2
20489,CBWD1
20490,TMEM125
20491,GHRHR
20492,PYROXD2
20493,FAM57A
20494,CCDC152
20495,SLX1A-SULT1A3
20496,CLDN16
20497,NUP43
20498,SMARCAD1
20499,TBC1D3C
20500,RPS2P9
20501,MIR374A
20502,GOLGA8G
20503,LARGE-AS1
20504,ATP6V0A2
20505,TNPO2
20506,CCDC80
20507,TRIM13
20508,MIPOL1
20509,SNORA28
20510,WSCD2
20511,HOXD13
20512,SP100
20513,GALNT1
20514,GSKIP
20515,NR2F1
20516,HEPHL1
20517,ADCY2
20518,TSTD1
20519,TUBG1
20520,TDRD10
20521,PEX12
20522,MIR218-1
20523,RNU6-807P
20524,ACAA2
20525,FAM83H
20526,DPP9-AS1
20527,PARK2
20528,PRKCQ-AS1
20529,NAT8
20530,NCAM1-AS1
20531,MINDY2
20532,FER1L4
20533,JKAMP
20534,WDR64
20535,OGFOD1
20536,ANKEF1
20537,LOXHD1
20538,CPT1C
20539,BAZ1A
20540,LYPD2
20541,BAK1
20542,E2F4
20543,RPS25P8
20544,KIF1BP
20545,HHATL
20546,SLC25A2
20547,SCGB1A1
20548,SNORD56B
20549,EXTL1
20550,GABRG3
20551,RPE65
20552,C1GALT1
20553,SLC5A11
20554,TRHDE
20555,C3ORF62
20556,DMRTA2
20557,SNORD116-6
20558,LAMP5
20559,SNORD116-22
20560,CYP2B1
20561,RYK
20562,TRBV26
20563,SAH
20564,TRDMT1
20565,RAB11FIP2
20566,SLC6A1
20567,KIF26B
20568,MYOZ3
20569,BVES
20570,EIF5A
20571,ASPHD1
20572,DDIT3
20573,CXADR
20574,MAP4K2
20575,C4ORF3
20576,TAF9
20577,ZNF330
20578,KRTAP9-3
20579,SSBP3-AS1
20580,CBX8
20581,SLC9A9
20582,ACYP1
20583,L3HYPDH
20584,ZAK
20585,CMBL
20586,CYTH3
20587,DLX1
20588,OGT
20589,SIK3
20590,ODF4
20591,PRR3
20592,C20ORF85
20593,PARG
20594,LIPI
20595,PLET1
20596,C7ORF61
20597,SPANXN3
20598,PRY
20599,TRAC
20600,PRSS23
20601,DUSP3
20602,DPY19L4
20603,SNORD35B
20604,RAB13
20605,HMGN2P24
20606,ART2B
20607,HNRNPA1P2
20608,OR10A6
20609,VEGFD
20610,SRRM3
20611,NCF1
20612,CBX3P2
20613,WASHC2C
20614,BST1
20615,PTPRN2
20616,TMEM82
20617,ZNF594
20618,TSLP
20619,IL11
20620,OR2M3
20621,FAM222B
20622,ARID5A
20623,MMP23A
20624,LINC00540
20625,C11ORF58
20626,NCF1B
20627,TJAP1
20628,TTC7B
20629,TGDS
20630,YIPF4
20631,HRSP12
20632,LINC01711
20633,BSP
20634,CHODL
20635,SOX13
20636,LZIC
20637,MIR99B
20638,BBS12
20639,TBCE
20640,HMX3
20641,MAGEA6
20642,SRGAP2D
20643,CDKL4
20644,NOX4
20645,KLHL11
20646,SLK
20647,TMC3
20648,ANKS4B
20649,MIR1260A
20650,UPF3AP2
20651,NR1H4
20652,TMCO6
20653,CNDP2
20654,FUT6
20655,CDY1B
20656,STARD7-AS1
20657,SLC12A7
20658,THRB
20659,MIR4655
20660,RIPPLY3
20661,PRORSD1P
20662,NMU
20663,SNORD35A
20664,REA
20665,AAAS
20666,BAX
20667,DIPK1A
20668,HNRNPL
20669,N4BP2L1
20670,ZCCHC18
20671,ZNF24
20672,MIR557
20673,MIR124-1
20674,BLCAP
20675,KRT71
20676,TSR3
20677,ZNF700
20678,RANBP6
20679,MIR198
20680,LSM1
20681,FAM111B
20682,VWA8-AS1
20683,BTD
20684,ABCA11P
20685,TMEM207
20686,MIR216B
20687,KSR
20688,FBXL21P
20689,PEF1
20690,YPEL5P2
20691,DOCK3
20692,OR4F17
20693,SMIM18
20694,CHMP5
20695,ZNF726
20696,SIGMAR1
20697,SEPT10
20698,IDA
20699,TTC34
20700,CHRNA3
20701,SHISA3
20702,C10ORF91
20703,ACTR2
20704,PIGF
20705,MIR3944
20706,MIR1249
20707,PNO1
20708,PTGES3L-AARSD1
20709,ANKHD1
20710,POTED
20711,PANK1
20712,HARS
20713,LINC02369
20714,LY6G6E
20715,ADCY4
20716,DUOXA1
20717,ZNF561
20718,GCG
20719,DDX43
20720,MIR1225
20721,TRIM29
20722,YAE1
20723,MIR144
20724,LINC01841
20725,PDGFC
20726,RNF43
20727,EFCC1
20728,ZNF830
20729,MMP23B
20730,MOD2
20731,ATP6V1G3
20732,LCA5L
20733,STRAP
20734,UBE2QL1
20735,VASP
20736,MCHR2-AS1
20737,MMP13
20738,RP1L1
20739,PXDC1
20740,ZNF471
20741,PCNAP3
20742,IQCD
20743,FNDC9
20744,MBD4
20745,SNORD115-28
20746,CARHSP1
20747,ZNF319
20748,LINC00951
20749,PRKAR1B
20750,MIR1911
20751,FKSG29
20752,ICA1
20753,ZNF780A
20754,PSG6
20755,ZC3H12C
20756,OTUB1
20757,MT1M
20758,MIR625
20759,SNORD116-25
20760,MIR3675
20761,KCNJ12
20762,LTB4R1
20763,USP36
20764,SYNM
20765,CFAP70
20766,RELCH
20767,EFTUD2
20768,PCDH9
20769,XPO7
20770,BCAS3
20771,PNPLA5
20772,SNORD14D
20773,PDXDC1
20774,CCNJ
20775,SEC24A
20776,PNLIP
20777,KDM2B
20778,ANKRD46
20779,TTC30A
20780,CDCA8
20781,CLPTM1L
20782,OR2L1P
20783,RPS26P47
20784,BASP1-AS1
20785,REG1A
20786,WDR97
20787,MIR513C
20788,C12ORF56
20789,SLC39A8
20790,RBM4
20791,PRO1804
20792,CAPG
20793,CDSN
20794,SIK1B
20795,BDNF
20796,TIMM10
20797,RPL39L
20798,OR4F15
20799,CIZ1
20800,DCDC1
20801,UVSSA
20802,PRSS16
20803,DLG5
20804,CES1P1
20805,PITPNC1
20806,ADAMTS12
20807,TTTY1
20808,FOXD3
20809,PPARGC1A
20810,PPP1R18
20811,TEKT4P2
20812,TRIM64
20813,RAB12
20814,SERPINB12
20815,DHX38
20816,SNORA119
20817,SNORD126
20818,CPNE3
20819,OSMR
20820,RPS2P45
20821,PXMP4
20822,CNTD1
20823,IRX2
20824,SLC5A2
20825,CYB5RL
20826,METTL11A
20827,NEB
20828,SDR42E1
20829,KYAT3
20830,AGTR2
20831,MVK
20832,PITHD1
20833,SLC38A9
20834,NLGN4Y
20835,BRI3P1
20836,DPYS
20837,FNDC11
20838,MAX
20839,PRY2
20840,FCGR3B
20841,TUBA6
20842,WDR92
20843,ZCCHC23
20844,SNORD116-18
20845,LARP1
20846,MRPL1
20847,ZFAND4
20848,SCAF11
20849,GLT6D1
20850,SLC22A16
20851,GRID1
20852,MX2
20853,ADAM1
20854,XKR5
20855,OR9Q1
20856,LOH12CR2
20857,CASTOR3
20858,MIR500A
20859,TNFSF12
20860,PHKG1
20861,SNU13
20862,DMGDH
20863,TPD52
20864,TTC39B
20865,SUN2
20866,RNU7-75P
20867,SPRR1B
20868,VN1R5
20869,SAE2
20870,KCTD21
20871,BCL7B
20872,MIR3148
20873,HOXA10-HOXA9
20874,EN1
20875,ALDOAP2
20876,FOXD2
20877,NUP98
20878,IZUMO1R
20879,GGT1
20880,PLK
20881,LIPT2
20882,MIR3175
20883,WDR73
20884,DMRTA1
20885,SETP4
20886,USP30-AS1
20887,ZCCHC17
20888,SOAT2
20889,TRMT9B
20890,PTK7
20891,ZNF717
20892,CD9
20893,SNORD123
20894,CADM2
20895,NFKBID
20896,ZNF138
20897,HACE1
20898,RAMP3
20899,ATF3
20900,UK114
20901,DUS3L
20902,C9ORF106
20903,FAM156B
20904,HPS1
20905,SNRPD1
20906,ASPA
20907,OTP
20908,EVI2A
20909,POMC
20910,AADACL2
20911,CCL7
20912,NAPA-AS1
20913,OR6C6
20914,LINC02482
20915,POLR3D
20916,CCDC8
20917,MICAL2
20918,SPPL3
20919,EDA2R
20920,EFCAB1
20921,PITX3
20922,ARHGAP21
20923,PDCD10
20924,RRP36
20925,NID2
20926,LINC02293
20927,OXA1L
20928,MAST1
20929,EPB41
20930,LINC00589
20931,CCKBR
20932,DIMT1L
20933,IDO2
20934,CD4
20935,RRP15
20936,TCEA1
20937,NUDT22
20938,RPS27A
20939,ANKFY1
20940,SCNN1G
20941,TMEM119
20942,TRPM2
20943,OR52N1
20944,TICRR
20945,SLC29A1
20946,ATN1
20947,F11-AS1
20948,RGS2
20949,FERMT2
20950,MARVELD3
20951,ARHGEF39
20952,ZNF721
20953,C15ORF61
20954,NOV
20955,ANKRD19P
20956,ZBTB45
20957,FASTKD1
20958,HS3ST2
20959,FHL5
20960,GABRB3
20961,NPC1L1
20962,UROC1
20963,TTTY4B
20964,ELMO1
20965,PGM5
20966,PLCZ1
20967,GINS2
20968,UBXN2B
20969,FAM133A
20970,COQ8B
20971,HEMGN
20972,TSL
20973,LINC01588
20974,UQCRFS1
20975,CLDN12
20976,MIR151A
20977,NCOA2
20978,GLTPP1
20979,PPP3CA
20980,KCNK3
20981,HS3ST5
20982,MAP1LC3C
20983,PHEX
20984,CDK5RAP2
20985,TXNDC8
20986,TAP2
20987,CD248
20988,SBF1
20989,ZC3H11A
20990,TBC1D10C
20991,MMD
20992,NDFIP2
20993,DNAJC30
20994,DUX4L3
20995,LINC01090
20996,KIAA1462
20997,MRPL42P5
20998,C15ORF32
20999,GATC
21000,SPANXN1
21001,KCNE2
21002,DDR1
21003,EPS15P1
21004,LINC01697
21005,DLD
21006,IGFBP3
21007,VTI1A
21008,YAF2
21009,SH3D19
21010,ZNF442
21011,CDC2L1
21012,LINC00396
21013,RTKN
21014,NEXN
21015,FBXL19-AS1
21016,NGFR
21017,RXYLT1
21018,MEF2C-AS2
21019,WNK1
21020,SNX9
21021,GOPC
21022,LGALS14
21023,DIS3
21024,TMC3-AS1
21025,KRT18P68
21026,DACT3
21027,ARSH
21028,SCARNA18
21029,C3ORF70
21030,SGSM1
21031,ZSCAN16
21032,TPRX1
21033,SREBF1
21034,MIR3152
21035,SNORD116-19
21036,SUSD6
21037,GOLGA4
21038,ANXA5
21039,HIST1H2AH
21040,CTAGE4
21041,BCL9
21042,LINC00889
21043,HMGN3
21044,MED4
21045,SNORD115-30
21046,SMIM3
21047,PCED1B
21048,DDX6
21049,KIAA1919
21050,CD46
21051,SZRD1
21052,NACA
21053,LINC01806
21054,CALCOCO1
21055,C5ORF38
21056,BAIAP2-DT
21057,QPCT
21058,MIR206
21059,STAT4
21060,MRPS2
21061,RNU6-601P
21062,NEXN-AS1
21063,EP400P1
21064,AGBL2
21065,BEND5
21066,OR2AT4
21067,MIR633
21068,GTF2B
21069,BCAP31
21070,LINC02402
21071,UBQLN1
21072,PDCD2L
21073,ARRDC1-AS1
21074,TMEM25
21075,RHOQP3
21076,RFK
21077,TCEB1
21078,DESI2
21079,STYXL1
21080,FTSJ3
21081,CCL17
21082,NTAN1
21083,DNAJB13
21084,PGD
21085,WDR53
21086,IGLV2-11
21087,INAVA
21088,ROPN1B
21089,XRCC6P1
21090,NIT2
21091,GNAT1
21092,DCTN4
21093,ZNF362
21094,RMRP
21095,AGBL1
21096,MIR1273H
21097,SNRPF
21098,GBA3
21099,FRMD7
21100,OBP2A
21101,MESDC1
21102,RPL7AP6
21103,TGS1
21104,MLN51
21105,A2M-AS1
21106,PGLYRP1
21107,AKR1A1
21108,C1ORF105
21109,QSER1
21110,TMEM38B
21111,HDDC3
21112,IL17RC
21113,DERL3
21114,ATP6V1B1
21115,RAB28P5
21116,PHF12
21117,OPRM1
21118,GPR123
21119,SPRR3
21120,SNORA32
21121,BDNF-AS
21122,GGTLC1
21123,IKZF3
21124,APC
21125,SP4
21126,RAB14
21127,KCNK17
21128,SPPL2C
21129,CST9L
21130,PPP3CB
21131,MYO16
21132,SFT2D3
21133,CLEC14A
21134,PROK2
21135,SPEF2
21136,SLC22A6
21137,GCLC
21138,KRT8P36
21139,RPS14
21140,URM1
21141,TCHHL1
21142,DGCR2
21143,SLC25A48
21144,MAGEB18
21145,TBC1D30
21146,HIST1H2BD
21147,TNRC6A
21148,ZNF461
21149,MATN3
21150,TCAF2
21151,SCD
21152,PIDD1
21153,MIR34B
21154,GLRB
21155,VTRNA1-1
21156,GNPDA1
21157,KIF3B
21158,MIR4294
21159,PPP2CB
21160,EPHA10
21161,THBS4
21162,OR5L2
21163,CYP2C11
21164,PGC
21165,LBH
21166,RTL8A
21167,ST13P18
21168,HPN-AS1
21169,SPAG11A
21170,ARHGAP10
21171,SHISA4
21172,GPALPP1
21173,ING3
21174,RYR3
21175,GOLGA8B
21176,ADAMTS3
21177,TTTY18
21178,JPT1
21179,SMIM21
21180,SMEK1
21181,PSME2P2
21182,GAD2
21183,IL3RA
21184,GCL
21185,LINC00836
21186,LMAN2L
21187,CT45A3
21188,EIF3S10
21189,SOD2
21190,CPSF7
21191,UBE2J1
21192,KCNQ1
21193,REC8
21194,APBA1
21195,ADARB2
21196,ZNF337-AS1
21197,SCNM1
21198,SUCO
21199,ADAMTS13
21200,POU6F1
21201,R3HDM2
21202,ARMCX1
21203,PCDHB19P
21204,FUT8
21205,GOLIM4
21206,C6ORF89
21207,TBX18
21208,C2ORF78
21209,WASH3P
21210,PRKAA2
21211,SMIM26
21212,AP4S1
21213,WDR78
21214,TRIM62
21215,MTF1
21216,GTF2IP1
21217,PPP4R4
21218,TMEM51
21219,RIT2
21220,MIR1257
21221,C16ORF46
21222,LRRC19
21223,MAATS1
21224,UBE3D
21225,KIF18B
21226,SOWAHD
21227,LRWD1
21228,MS4A5
21229,ZNF860
21230,DDIT4L
21231,CALY
21232,C2ORF83
21233,TBC1D22B
21234,SNORD84
21235,RNU1-3
21236,MAGEH1
21237,PCBP2P2
21238,SPDYE6
21239,GPC6
21240,NDN
21241,MTFR1
21242,TTTY6B
21243,ZNF785
21244,RHPN1
21245,KCTD10
21246,WASF2
21247,C5ORF66-AS1
21248,HAMP
21249,RNU6-1281P
21250,KCNK12
21251,TMEM132D-AS1
21252,KRT6C
21253,F2
21254,SGMS1
21255,CCDC183-AS1
21256,RASGRF2
21257,DNAI2
21258,RNU5D-1
21259,ST8SIA4
21260,RFC1
21261,PHYHD1
21262,TRMT13
21263,TMEM29
21264,ARRDC3
21265,NOC2L
21266,RGS20
21267,HIKESHI
21268,MIR760
21269,SNORD95
21270,DHX8
21271,OTUD6B
21272,COL5A1
21273,HOOK2
21274,C19ORF53
21275,TTC23L
21276,ARPC1B
21277,IKZF1
21278,GRB7
21279,NUP35
21280,UPK2
21281,CYP4F8
21282,OR52A1
21283,WHAMMP2
21284,IGKV@
21285,UBR4
21286,CHMP4A
21287,AMN
21288,GSTA2
21289,CBX5
21290,HTN1
21291,WRNIP1
21292,HVCN1
21293,PSAT1P3
21294,OR2W3
21295,ANKRD20A19P
21296,ZKSCAN2
21297,ARGLU1
21298,GPX8
21299,RBFA
21300,TRHR
21301,GLT8D1
21302,USP1
21303,FAM214A
21304,BORCS8-MEF2B
21305,CX43
21306,FAM238B
21307,CHST1
21308,SMCR2
21309,UQCC
21310,ANAPC7
21311,RABEPK
21312,RERG
21313,CDCA7
21314,OTUD7A
21315,ADIPOR2
21316,FAM120AOS
21317,VCX
21318,HSFX2
21319,PDCD1
21320,KCNMB3
21321,VCX3A
21322,TPTE2P5
21323,LINC02044
21324,OR2L8
21325,ABRA
21326,BBS1
21327,RPS2P29
21328,IL24
21329,CDR2L
21330,LINC00482
21331,HSP40
21332,CENPBD1P1
21333,DUSP15
21334,BICRAL
21335,FAM47E
21336,TSTD3
21337,C17ORF78
21338,EXOC3-AS1
21339,SRP68
21340,DIAPH2
21341,RAG1AP1
21342,MTMR8
21343,DOCK9
21344,SNORD115-42
21345,ZC4H2
21346,PCDHGC3
21347,CMET
21348,MAZ
21349,GNG5
21350,TNFRSF1B
21351,HIST1H4G
21352,SNORA48
21353,OR1E1
21354,MPHOSPH9
21355,SUZ12P1
21356,ANKRD10
21357,ZNF875
21358,VAX2
21359,LINC00643
21360,GAL3ST3
21361,LINC00260
21362,PPIAP78
21363,DCHS2
21364,CWF19L1
21365,PDK3
21366,MT1G
21367,STXBP5-AS1
21368,CSF2
21369,GRIA2
21370,HK1
21371,CBR4
21372,SNORA62
21373,MFN2
21374,MIR378A
21375,PET117
21376,FMO3
21377,MIR1275
21378,MIR449B
21379,F12
21380,ICAM3
21381,NR4A3
21382,PSMC1P4
21383,DDN
21384,KIF28P
21385,APOBEC3H
21386,PRODH2
21387,ARL6
21388,ALG2
21389,GPR156
21390,SOSTDC1
21391,EDC4
21392,PRAMEF5
21393,C5ORF17
21394,GJA4
21395,NLRP8
21396,AMY2A
21397,OR7E13P
21398,KRTAP9-4
21399,CNIH3
21400,EXDL2
21401,HSPE1-MOB4
21402,RBM26
21403,MYHAS
21404,HCK
21405,GCSAML-AS1
21406,MEG8
21407,PINK1
21408,GPR139
21409,NPC2
21410,TRIM17
21411,FGA
21412,SP8
21413,SLC35F4
21414,FOXR1
21415,SERINC5
21416,REXO1
21417,LINC01128
21418,MIR376C
21419,OR51E1
21420,MIR615
21421,H1F0
21422,GPAA1
21423,NDUFAF6
21424,RNA5SP63
21425,THSD1P1
21426,ASNA1
21427,TENT2
21428,PKN3
21429,C11ORF97
21430,ZNF844
21431,RAET1L
21432,CAMK1G
21433,SERPINI2
21434,MFN1
21435,FGF11
21436,RHOD
21437,ACIN1
21438,UBE2G2
21439,C9
21440,NUFIP1
21441,ZNF554
21442,MIR4646
21443,NEK2
21444,SLC23A3
21445,PIP
21446,USP3-AS1
21447,SYMPK
21448,HOXA5
21449,DNAJB14
21450,LIPN
21451,FAM134C
21452,EPAS1
21453,ADRBK1
21454,ASXL2
21455,FASLG
21456,PTCHD4
21457,AFF4
21458,MKLN1
21459,SNORD47
21460,RPS15AP10
21461,TIMM23B
21462,SH3BGRL3
21463,LARP6
21464,CHMP4BP1
21465,WFDC12
21466,C6ORF223
21467,TTC29
21468,MCF2L2
21469,SGF29
21470,RPS29P18
21471,AHDC1
21472,CDK5R2
21473,PLTP
21474,ARHGEF12
21475,RHBDL3
21476,FAM110C
21477,LRP8
21478,ZNF33B
21479,LRRK1
21480,QTRT2
21481,ARHGEF11
21482,ILDR2
21483,ZFYVE27
21484,CLNS1A
21485,SMARCA5-AS1
21486,BOLA3
21487,PSAT1P1
21488,HCFC1
21489,TAAR6
21490,TREML5P
21491,EDC3
21492,EXD3
21493,CSTF2T
21494,VPS26B
21495,ANXA2
21496,SIRPA
21497,PP2672
21498,TIGD7
21499,SPACA7
21500,RPS9
21501,SLC6A6
21502,ZSCAN29
21503,MRGBP
21504,OR5M11
21505,CAND2
21506,LINC00511
21507,TOB1-AS1
21508,SNORD115-43
21509,MISP
21510,HSD17B6
21511,PEX2
21512,C12ORF57
21513,ZNF212
21514,ABHD5
21515,APOF
21516,ADAM18
21517,LPAL2
21518,SNORA15
21519,UBR5-AS1
21520,B3GNT3
21521,EBF2
21522,ENAH
21523,MXRA5
21524,SCPEP1
21525,DBNL
